func_module_number	lst
5	GO:0014706;GO:0060537;GO:0007507;GO:0045165;GO:0061061;GO:0072359;GO:0007517;GO:0048738;GO:0000122;GO:0009887;GO:0035295;GO:0003007;GO:0048646;GO:0042692;GO:0009790;GO:0042693;GO:0035239;GO:0007389;GO:0001568;GO:0003002;GO:0001944;GO:0051147;GO:0003161;GO:0048568;GO:0060538;GO:0048598;GO:0051146;GO:0003206;GO:0048729;GO:0003279;GO:0035051;GO:0060411;GO:0003205;GO:0051153;GO:0048562;GO:0003208;GO:0048514;GO:0003151;GO:0060485;GO:0045597;GO:0060429
7	GO:0009190;GO:0052652;GO:0009187;GO:0007168;GO:0006182;GO:0046068;GO:1901293;GO:0009152
10	GO:0030199;GO:0030198;GO:0043062;GO:0045229
12	GO:0006099;GO:0019752;GO:0043436;GO:0006082;GO:0045333;GO:0009060;GO:0006090;GO:0015980;GO:0006091;GO:0006086;GO:0043648;GO:0009081;GO:0006085;GO:0006753;GO:0055086
14	GO:0007259;GO:0097696;GO:0019221;GO:0071345;GO:0034097;GO:1901652;GO:0009615;GO:0098586;GO:0140888;GO:0033141;GO:0033139;GO:0046425;GO:0002286;GO:0042501;GO:1904892;GO:0071357;GO:0002285;GO:0034340;GO:0046651;GO:0060337;GO:0032943;GO:0030101;GO:0002366;GO:0002263;GO:0070661;GO:0043330;GO:0002323;GO:0043331;GO:0002250;GO:0030098;GO:0045087;GO:1903131;GO:0033138;GO:0001934;GO:0042110;GO:0042100;GO:0018193;GO:0042327;GO:0033135;GO:0002521;GO:0001932;GO:0030183;GO:0045937;GO:0010562;GO:0046649;GO:0042325;GO:0031401;GO:0045321;GO:0002252;GO:0030097
15	GO:0061644;GO:0006334;GO:0071459;GO:0034728;GO:0071168;GO:0006325;GO:0065004;GO:0045653
20	GO:0140467
21	GO:0033108;GO:0097250
23	GO:0002548;GO:0070098;GO:1990868;GO:1990869;GO:0070374;GO:0048245;GO:0097529;GO:0071674;GO:0030595;GO:0072677;GO:0070372
25	GO:1905337;GO:1905335
29	GO:0016055;GO:0060070;GO:0000122;GO:0030111;GO:0030178
30	GO:0046854;GO:0006661;GO:0046488;GO:0046474;GO:0008654;GO:0045017;GO:0043491;GO:0006650
32	GO:0046653
33	GO:0006325;GO:0006338;GO:0006334;GO:0034728;GO:0000122;GO:0043627;GO:0065004;GO:0071824
35	GO:0141091;GO:0007178;GO:0007179;GO:0071560;GO:0071559;GO:0071363;GO:0070848;GO:0007167;GO:0090092;GO:0030509;GO:0090287;GO:0071773;GO:0071772;GO:0017015;GO:1903844;GO:0060395;GO:0001837;GO:0032924;GO:0060485;GO:0048762;GO:0010717;GO:0090101;GO:0048729;GO:0010718;GO:0009887;GO:0060390;GO:0030510;GO:0090100;GO:0072359;GO:0060021;GO:0030512;GO:0045216;GO:0062009;GO:0035295;GO:0035239;GO:0003007;GO:0007507;GO:0048646;GO:0030514;GO:0014706
40	GO:1902511;GO:1903625
43	GO:2000819;GO:0070316;GO:0045023;GO:0006338;GO:0006325;GO:0006289;GO:2000781;GO:0030071;GO:1902099;GO:0007091;GO:0044784;GO:0033045;GO:0045739;GO:1902459;GO:0051983;GO:2000779;GO:0033044;GO:2000045;GO:0045663;GO:0000819;GO:2000036;GO:1902806;GO:0051054;GO:0006282;GO:0000082
45	GO:0070269;GO:0032731;GO:0032732;GO:0032611;GO:0032651;GO:0032612;GO:0032652;GO:0050729;GO:0001819;GO:0050727;GO:0006954;GO:0031349;GO:0001817;GO:0001816;GO:0031347
47	GO:0000226
50	GO:0006275;GO:2000278
58	GO:0030007;GO:0036376;GO:0006883;GO:0055075;GO:0055078;GO:1990573;GO:0140115;GO:0035725;GO:0098659;GO:0099587;GO:0006814;GO:0098739;GO:0071805;GO:0006813;GO:1902600;GO:0098771;GO:0010248;GO:0030003
63	GO:0006281;GO:0006974;GO:0006302;GO:0006310;GO:0000725;GO:0000724;GO:0000075;GO:0031570;GO:1901988;GO:0010948;GO:0006260;GO:1901987;GO:0000077;GO:0010564;GO:0045786;GO:0044770;GO:0042770;GO:0006261;GO:0051052;GO:0045005;GO:0007093;GO:0035825;GO:0010389;GO:0044818;GO:0010212;GO:0031297;GO:1902749;GO:0071479;GO:0010972;GO:1902750
66	GO:0051603;GO:0006511;GO:0019941
69	GO:0035583;GO:0030512;GO:0071694
72	GO:0019221;GO:0071345;GO:0034097;GO:1901652;GO:0007259;GO:0097696;GO:0007169;GO:0038110;GO:0071352;GO:0070669;GO:0035723;GO:0071350;GO:0070672;GO:0008284;GO:0018108;GO:0018212;GO:0060397;GO:0007167;GO:0050730;GO:0050731;GO:0071375;GO:0030097;GO:0035771;GO:0043434;GO:1901701;GO:0071378;GO:0060396;GO:0070665;GO:0038043;GO:0060416
78	GO:0022400;GO:0016056
79	GO:0007224
85	GO:0031349;GO:0002758;GO:0002218;GO:0002221;GO:0032103;GO:0045089;GO:0031347;GO:0002833;GO:0002224;GO:0032635;GO:0032675;GO:0045088;GO:0002253;GO:0001819;GO:0002757;GO:0002764;GO:0050778;GO:0032755;GO:0001817;GO:0001816;GO:0002831;GO:0071216;GO:0050776;GO:0071219;GO:0032677;GO:0032637;GO:0002237;GO:0006954;GO:0002220;GO:0140895;GO:0032757;GO:0002752;GO:0045087;GO:0032722;GO:0007249;GO:0070498;GO:0032602;GO:0032642;GO:0009617;GO:0032760;GO:0034142;GO:1903557;GO:0032680;GO:0032640;GO:0071706;GO:1903555
86	GO:0006119;GO:0042775;GO:0042773;GO:0022904;GO:0019646
95	GO:0006457
99	GO:1990049;GO:0098971;GO:0098935;GO:0035617;GO:0098937;GO:0099641;GO:0099640
100	GO:0030509;GO:0071773;GO:0071772;GO:0007178;GO:0141091;GO:0090092;GO:0071363;GO:0070848;GO:0007167;GO:0060391;GO:0060390;GO:0060395;GO:0090100;GO:0030510;GO:0001503;GO:0001501;GO:0090287;GO:0030282;GO:0045667;GO:0030500;GO:0001649;GO:0030501;GO:0031214;GO:0003197;GO:0045778;GO:0090101;GO:0030514;GO:0030278;GO:0003206;GO:0070167;GO:0070169;GO:0003205;GO:0060586
102	GO:0048013;GO:0007169;GO:0007167;GO:0097485;GO:0007411;GO:0000902;GO:0120039;GO:0048858;GO:0007409;GO:0048667;GO:0061564;GO:0048812;GO:0031175;GO:0048666;GO:0018108;GO:0018212;GO:0046777;GO:0030155
104	GO:0006620;GO:0071816;GO:0045047;GO:0045048;GO:0072599
105	GO:0045454;GO:0000302;GO:0042743
109	GO:0007249;GO:0031347;GO:0045087;GO:0031349;GO:0043122;GO:0051090;GO:0032103;GO:0045089;GO:0019221;GO:0009615;GO:0002764;GO:0002833;GO:0002831;GO:0050776;GO:1901652;GO:0034097;GO:0050778;GO:0045088;GO:0002221;GO:0051607
116	GO:0097191;GO:0097190;GO:0008625;GO:0070266;GO:0043068;GO:0097300;GO:0043065;GO:0043122;GO:0043123;GO:0007249
119	GO:0006261;GO:0006260;GO:0000731;GO:0071897;GO:0019985;GO:0006281;GO:0006974;GO:0006301;GO:0042276
120	GO:0007229;GO:0007160
121	GO:0033209;GO:0071356;GO:0034612;GO:0007249;GO:0043122;GO:2001238;GO:0051249;GO:0043065;GO:0043068;GO:0046651;GO:0032943;GO:0002694;GO:0070661;GO:0050865;GO:0051251;GO:0050670;GO:0097191;GO:0032944;GO:0002696;GO:2001236;GO:0070663
124	GO:0042026;GO:0090083;GO:0070841;GO:0051085;GO:0051084;GO:0006457;GO:0006458;GO:0034605
125	GO:0043122;GO:0007249;GO:0043123;GO:0038061;GO:0002221;GO:0051092;GO:0002758;GO:0050778;GO:0002218;GO:0002764;GO:0002753;GO:0050776;GO:0045089;GO:0002833;GO:0051091
126	GO:0032870;GO:0009725;GO:0009755;GO:0042789;GO:0009299;GO:0010887;GO:0010885;GO:0000122;GO:0010878;GO:0010888
129	GO:0006383;GO:0042791
130	GO:0016567;GO:0032446;GO:0070647;GO:0043687
133	GO:0009952;GO:0007389;GO:0003002
135	GO:0036297;GO:0006281;GO:0006974;GO:0000712;GO:0140527;GO:0007131;GO:0035825
141	GO:0017004;GO:0033108
142	GO:0006261;GO:0006260;GO:0006270;GO:0000727;GO:0032508;GO:0032392;GO:0006268;GO:0071103;GO:0006275
152	GO:0030277
153	GO:0001825
155	GO:0010498;GO:0043161;GO:0043687;GO:0016567;GO:0032446
161	GO:0009790;GO:0060795
163	GO:0006281;GO:0006974;GO:0006310;GO:0006303;GO:0006302;GO:0016445;GO:0009314;GO:0002200;GO:0002377;GO:0016447;GO:0016444;GO:0002562;GO:0002520
164	GO:0051276;GO:0016233;GO:0032205;GO:0032211;GO:0034085;GO:0007062;GO:2000279;GO:1904357;GO:0007004;GO:0006278;GO:0034087;GO:0010833;GO:2001251;GO:0032210;GO:0032204;GO:0051177;GO:1904356
165	GO:0070542
171	GO:0050808
172	GO:0043161;GO:0010498
175	GO:0099560;GO:0099174;GO:1905606;GO:0050808;GO:0099054;GO:0099172;GO:0034330
176	GO:0007059;GO:0065004;GO:0034508;GO:0071824
178	GO:0007178;GO:0141091;GO:0032924;GO:0007167;GO:0060391;GO:0060395;GO:0090100;GO:0090092;GO:0060390;GO:0071363;GO:0070848;GO:0038092;GO:0032925;GO:0030509;GO:0071773;GO:0071772
183	GO:0070383;GO:0016554;GO:0045006;GO:0045869;GO:0045091;GO:0016553;GO:0039692;GO:0099046;GO:0044355
190	GO:2001240;GO:1901099;GO:2001239;GO:0007501;GO:0001710
194	GO:0043153;GO:0009648;GO:0009649;GO:0097167
198	GO:0016579
204	GO:0007217;GO:2000155;GO:1902093;GO:0003353
205	GO:0007169;GO:0007167
208	GO:2000434;GO:0000338;GO:0045116
209	GO:1905064;GO:0051151
211	GO:1900745;GO:1900744
213	GO:0006360
214	GO:0050865;GO:0016064
222	GO:0006974;GO:0006302;GO:0006282;GO:0045739;GO:0006281;GO:0051054;GO:0051052;GO:0080135;GO:0000077;GO:0031570;GO:0140861;GO:0044773
229	GO:0046425;GO:0007259;GO:0097696;GO:1904892;GO:0019221;GO:0042509;GO:0007260;GO:0071345;GO:0046427;GO:1901652;GO:0034097;GO:1904894;GO:0018108;GO:0018212;GO:0050730;GO:0001932
230	GO:2000436
245	GO:0043066
248	GO:0002437;GO:0019221;GO:0071222;GO:0071219
254	GO:0006388;GO:0000394
258	GO:0071456;GO:0036294;GO:0071453
264	GO:0097396;GO:0072566;GO:0097398;GO:2000338;GO:2000340;GO:0097400
272	GO:0060271
278	GO:0140889
313	GO:0007169;GO:0007167;GO:0008286
329	GO:0006298;GO:0140527;GO:0007131
338	GO:1905821;GO:0060623;GO:0007076;GO:0051984;GO:1905820;GO:0030261;GO:1905818
364	GO:0051256;GO:0051255;GO:0000022;GO:0051231;GO:0032467;GO:0051781;GO:0008608;GO:1903490;GO:0090307;GO:1902425;GO:1902423;GO:1902412;GO:0032465;GO:0051987;GO:0051310;GO:0090267;GO:0051303;GO:0090235;GO:0090232;GO:0050000;GO:0051225;GO:0007052;GO:0051302
