go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.008126     793 annotations READ: go_slim_results_R1_humanbase_0.4.txt 
105 IDs in all associations
func_module_number	
16	GO:0050789;GO:0048511
17	GO:0050789
19	GO:0006508;GO:0009057
22	GO:0009059;GO:0006281;GO:0002376
32	GO:0050789
33	GO:0050789;GO:0050896
37	GO:0050789;GO:0006260;GO:0006281
41	GO:0050789;GO:0050896;GO:0006351
42	GO:0050789;GO:0065008
43	GO:0050789
44	GO:0050789;GO:0051276
47	GO:0032502
52	GO:0050896
54	GO:0007059;GO:0006281;GO:0022411;GO:0032502;GO:0050789;GO:0051276
57	GO:0050789;GO:0050896;GO:0036211
60	GO:0050789;GO:0050896
61	GO:0032502;GO:0032501;GO:0050896;GO:0050789
62	GO:0050789;GO:0016043;GO:0032502
63	GO:0016043
69	GO:0050789;GO:0022607;GO:0051234;GO:0051640
77	GO:0002376
79	GO:0006119;GO:0022900
87	GO:0032502;GO:0050896;GO:0050789
88	GO:0006793;GO:0050789;GO:0036211
92	GO:0050896;GO:0005976;GO:0050789;GO:0009059;GO:0006112
95	GO:0032502;GO:0050896;GO:0050789
96	GO:0050789;GO:0016043;GO:0032502
98	GO:0006139;GO:0006790;GO:0043603;GO:0045333;GO:0006082;GO:0006793
104	GO:0006260;GO:0006281;GO:0032392
107	GO:0036211
110	GO:0007049;GO:0006281;GO:0022414;GO:0000280
113	GO:0050789
114	GO:0050789
115	GO:0050896;GO:0032502;GO:0036211;GO:0050789;GO:0001775;GO:0002376;GO:0008283;GO:0006793;GO:0001816
116	GO:0050896;GO:0036211;GO:0050789;GO:0001775;GO:0002376;GO:0008283;GO:0006793;GO:0044419
118	GO:0050789;GO:0006793;GO:0006629
120	GO:0051276;GO:0006281;GO:0007059
123	GO:0006396;GO:0016070
124	GO:0006811;GO:0050896
129	GO:0050789;GO:0050896
130	GO:0050896;GO:0001775;GO:0002376;GO:0050789;GO:0001816
131	GO:0036211
133	GO:0050789;GO:0009059;GO:0006259
134	GO:0050789
136	GO:0050789
139	GO:0006260;GO:0006281;GO:0009059
144	GO:0006260;GO:0006281
145	GO:0050789
146	GO:0009308
147	GO:0032502;GO:0032501
148	GO:0032502
149	GO:0006996
150	GO:0008152
151	GO:0050789;GO:0065009
154	GO:0051641;GO:0051234
160	GO:0051276
164	GO:0050896;GO:0007154;GO:1902600
168	GO:0050789
170	GO:0009059;GO:0016043;GO:0016070
171	GO:0050789;GO:0050896;GO:0001816
172	GO:0051641;GO:0065003
175	GO:0006351
176	GO:0050896;GO:0050789;GO:0044419;GO:0065009;GO:0032501
185	GO:0006259;GO:0051276;GO:0050789;GO:0009059;GO:0051641
186	GO:0050789;GO:0044419;GO:0050896;GO:0002376
187	GO:0050789
190	GO:0050789;GO:0050896
192	GO:0050789
194	GO:0050789;GO:0050896;GO:0001816
198	GO:0050789;GO:0006281
200	GO:0050789;GO:0050896
205	GO:0050896;GO:0002376;GO:0050789;GO:0044419;GO:0065009
206	GO:0040011;GO:0050896;GO:0002376;GO:0050789
207	GO:0043062;GO:0045229
208	GO:0036211
214	GO:0050789;GO:0001816;GO:0002376
215	GO:0008150
216	GO:0050789;GO:0050896
218	GO:0032502;GO:0032501;GO:0051641;GO:0065008
220	GO:0032502
221	GO:0050789;GO:0032502
222	GO:0050789
230	GO:0050789;GO:0051179
232	GO:0006281
233	GO:0006508;GO:0009057
237	GO:0050789;GO:0050896;GO:0002376
238	GO:0050789;GO:0050896
246	GO:0032501
251	GO:0036211
256	GO:0050789;GO:0050896
257	GO:0050789;GO:0044419;GO:0050896;GO:0002376
263	GO:0050789;GO:0036211
266	GO:0050789;GO:0051276
277	GO:0050789;GO:0036211
287	GO:0051604;GO:0006457;GO:0036211
289	GO:0044238;GO:0065003;GO:0022900;GO:0045333;GO:0007005
290	GO:0050789;GO:0022607;GO:0007155
291	GO:0050789;GO:0022607;GO:0006457
292	GO:0006281;GO:0036211
300	GO:0009057;GO:0006793;GO:0016070;GO:0050789;GO:0006629
310	GO:0050789
319	GO:0050789;GO:0050896
325	GO:0050789;GO:0007155;GO:0001775;GO:0002376
332	GO:0050789;GO:0009117
